,sex,age,generation,incomelevel,depression,alcohol
3584,1,4,0,2,2.542476,1.838604
7076,0,1,2,0,5.052651,2.862381
2486,1,2,0,0,3.651726,1.456045
6607,0,5,5,1,3.027701,2.758677
15692,0,4,5,0,3.653271,0.708451
8712,0,4,5,2,3.4329,3.160249
14836,1,2,0,0,2.280377,1.877198
2430,0,3,2,0,3.631738,1.387457
12013,0,2,5,0,3.473631,1.04024
17387,1,3,4,0,3.362961,0.846888
18264,1,4,5,0,3.784536,1.385584
18982,1,3,2,2,2.9136,2.348821
18756,1,3,4,0,3.380885,1.569753
8558,1,1,4,2,2.777003,1.719291
20363,0,1,2,0,3.522626,1.140926
10238,0,2,0,0,3.530343,0.44694
12722,0,5,1,2,2.717737,1.668624
14435,0,4,5,2,2.833395,2.198905
226,0,3,3,2,2.203342,1.838566
15101,1,2,0,0,4.729642,1.164669
9420,1,2,0,0,3.42279,1.18587
10201,1,0,2,0,3.651698,0.451861
16525,1,3,2,0,3.926732,0.478385
13144,1,3,4,0,4.206622,0.804867
9402,0,0,4,0,3.458468,1.181182
14040,0,0,4,0,3.619685,1.429126
16665,1,3,4,0,3.63728,0.476457
9855,0,4,0,0,4.301374,2.127247
11192,1,4,5,1,3.226051,1.021842
5218,0,3,4,2,3.474393,1.671258
1294,1,5,5,0,4.906827,1.464827
19059,1,4,5,2,2.908275,2.560901
19095,0,5,1,2,2.892461,2.653555
14584,1,5,5,2,2.935353,2.324387
14175,0,3,4,2,2.66913,1.32934
1223,1,0,2,0,4.803224,1.553826
14067,1,3,3,0,3.681866,1.424897
3228,0,0,4,2,4.027395,2.691151
5997,0,0,4,0,3.276423,1.79494
3047,0,5,1,2,3.529751,2.422741
1400,1,2,5,0,3.606204,1.709916
9323,0,1,2,0,3.574877,1.161527
13996,1,5,5,0,3.585173,1.432641
12972,1,4,5,2,2.585217,1.706993
1065,0,3,3,2,2.726631,1.989049
20393,0,4,0,0,3.57016,1.175064
16519,1,2,5,0,3.926732,0.478385
9703,1,1,2,0,4.34665,1.885675
20165,0,4,1,0,3.298194,1.026206
20069,0,2,0,0,4.776402,2.023935
14853,0,4,5,0,2.290941,1.887117
18377,1,3,4,2,3.033093,0.871374
1006,1,5,5,2,2.71182,1.982901
19405,1,1,2,1,4.200979,4.984624
13786,0,4,5,0,3.961436,1.802555
19098,0,1,2,2,2.892461,2.653555
12122,1,0,2,0,3.402344,1.053937
12615,0,0,4,2,3.505226,1.296276
9538,1,2,2,0,3.360755,1.231484
20398,1,3,3,0,3.57016,1.175064
7015,0,4,5,0,5.298701,2.869149
3663,0,0,2,0,4.111715,1.505524
10963,1,3,4,2,3.458693,2.358027
1829,0,1,2,2,2.546409,2.149821
5683,1,5,5,0,2.736033,2.078115
7939,0,3,3,0,3.929604,2.037797
11607,1,4,5,0,4.048632,1.43592
18978,0,0,2,2,2.9136,2.348821
8887,1,4,0,2,3.28505,2.696392
2150,1,0,2,0,2.711842,1.551279
17329,1,4,5,0,3.422318,0.836221
3064,0,3,4,2,3.531068,2.433288
2599,1,1,2,0,4.000156,1.463475
3999,0,5,1,0,4.336719,2.432906
10915,0,0,4,0,3.262431,0.57671
19324,0,2,0,1,4.422658,5.223568
5154,1,2,0,2,3.725637,1.638498
18033,0,4,0,0,4.548765,1.850604
4547,0,0,2,2,2.770385,1.403366
13292,1,4,5,0,4.038992,0.721772
16389,1,2,0,0,2.936018,0.850159
5817,1,4,5,0,3.794941,1.600332
5721,1,0,4,0,2.711469,2.13104
6050,1,4,1,2,2.860919,2.000672
16391,1,0,4,0,2.936018,0.850159
6399,1,4,5,1,3.157514,3.223386
363,0,2,0,0,2.575052,2.087524
13991,0,4,5,0,3.593259,1.432227
7034,1,5,5,0,5.164113,2.87308
9227,1,0,4,0,2.754503,2.135476
15535,0,4,5,0,2.757174,1.809716
20006,1,4,5,0,4.78168,2.059815
17693,1,2,0,2,3.944593,1.75035
7460,0,1,4,0,4.316753,1.471849
4566,1,5,1,2,2.771902,1.405625
10572,0,2,0,2,2.566573,1.368957
12726,1,0,2,2,2.72766,1.677312
5584,1,2,0,0,2.872348,1.884987
7610,1,4,5,2,2.784664,1.8791
10671,1,4,5,0,3.063447,0.559626
9232,0,3,3,0,2.754503,2.135476
1819,0,2,0,2,2.545851,2.147462
3424,0,2,0,2,2.776853,1.82884
910,1,4,5,2,2.642468,2.095883
15327,1,4,0,0,4.622827,1.282311
19512,0,3,3,0,2.896171,0.765193
4965,1,1,2,0,2.818361,2.070469
6166,0,3,4,2,2.910579,1.880847
7250,0,2,0,0,4.480829,1.374704
10047,0,1,2,0,4.166551,0.54049
10927,0,3,2,2,3.423123,2.620292
6548,0,5,5,1,3.05103,2.887121
15290,0,1,2,0,4.774924,1.296311
17700,1,3,4,2,3.944593,1.75035
12299,1,1,4,0,3.339847,1.108806
7396,1,3,3,0,4.305071,1.483707
16745,1,5,5,0,3.41716,0.472637
19928,0,5,1,0,4.662902,2.033987
4722,1,2,0,2,2.859133,1.431639
3352,1,4,5,2,2.77757,1.873761
14789,1,1,4,1,2.728667,0.889901
14744,1,4,5,1,2.714691,0.885359
11933,1,4,5,2,3.370651,0.740797
7405,0,1,2,0,4.339659,1.494495
13499,0,2,0,0,4.147365,1.537126
15608,1,3,3,0,2.724971,1.728964
6511,0,4,5,1,3.077165,3.017311
16142,0,5,5,2,2.350485,1.6943
16644,0,5,5,0,3.742717,0.483248
4617,1,0,2,2,2.792654,1.415829
16601,0,4,5,0,3.945363,0.488932
11443,0,3,3,0,3.558861,0.682707
9999,0,1,2,0,4.223129,0.547597
20146,1,3,3,0,4.782222,2.011345
11397,1,5,5,0,3.54323,0.681294
7690,0,1,4,2,2.787449,2.047773
13089,1,1,0,0,4.119896,0.775719
11801,0,1,2,0,3.662968,1.387289
14419,1,1,2,2,2.830085,2.197235
5863,1,2,0,0,3.521807,1.69876
6339,1,4,0,2,2.967176,1.75853
764,1,3,3,2,3.648385,1.828883
15166,0,3,4,0,4.671298,1.199356
6487,0,5,5,1,3.099898,3.119571
8143,1,3,4,0,4.189615,1.074382
16654,1,3,4,0,3.742717,0.483248
14546,0,3,3,2,2.909553,2.281606
18286,1,4,0,0,3.755501,1.382011
3725,0,3,4,0,4.131973,1.531818
13388,1,2,2,0,4.028952,0.76508
15091,1,2,5,0,4.7484,1.162573
7508,0,0,2,2,2.753385,1.956704
13609,0,4,5,0,4.079556,1.548077
10331,0,5,5,0,3.418576,0.45059
12627,0,3,3,2,3.495053,1.299377
20078,1,4,5,0,4.76595,2.005749
15904,0,2,0,2,2.372098,2.023101
17771,0,1,4,2,4.014569,1.768336
13576,1,1,2,0,4.126753,1.460839
6844,0,1,2,2,3.161844,1.046009
13066,0,4,5,2,2.587371,1.840735
5990,1,4,0,0,3.276423,1.79494
18575,0,4,0,2,3.096663,0.87242
16129,1,0,4,2,2.343899,1.698824
19641,1,0,2,0,4.241218,1.566621
17910,1,2,0,0,4.555148,1.684808
20247,0,3,4,0,3.389669,1.010229
1677,0,0,4,0,3.264032,1.883372
4198,1,0,4,0,4.02991,2.441051
14912,1,0,4,0,2.319913,1.920361
9061,0,4,5,2,4.155303,2.03033
9012,0,4,5,2,3.94451,1.933601
6135,1,2,0,2,2.899459,1.900401
6776,0,0,4,0,3.926684,4.958878
11926,0,1,2,2,3.370651,0.740797
1710,0,5,1,2,2.581908,2.140919
1064,0,1,4,2,2.726631,1.989049
18870,0,1,2,0,3.347788,1.733777
1265,0,5,5,0,4.892317,1.486347
17752,1,0,4,2,4.028037,1.770513
16087,1,3,3,2,2.331149,1.719628
17985,0,2,0,0,4.55514,1.75626
11254,0,1,2,0,3.530244,0.669457
18622,1,0,4,2,3.085204,0.901656
7567,0,0,2,2,2.771796,1.848883
18986,1,4,5,2,2.917043,2.379246
10565,1,3,4,2,2.563666,1.366655
11966,0,5,5,2,3.294376,0.761604
17182,0,4,0,2,3.717595,1.601342
11324,1,4,5,0,3.553949,0.672916
5303,0,0,4,2,3.326268,1.728006
19594,0,5,1,0,4.237369,1.506031
12583,1,2,2,2,3.527032,1.288766
12218,0,1,2,0,3.36346,1.074834
18029,1,4,0,0,4.548765,1.850604
20618,1,0,4,1,2.885599,2.008758
43,0,1,2,2,2.154413,1.69912
15152,0,2,0,0,4.679851,1.187652
15440,0,1,2,0,2.801982,2.045804
3917,0,3,2,0,4.401565,2.204169
11610,0,2,0,0,4.048632,1.43592
976,0,5,5,2,2.698772,1.932295
5665,0,5,5,0,2.757636,2.035478
9504,1,5,5,0,3.361724,1.213379
9102,0,5,5,0,2.914889,2.329651
19490,0,5,5,0,2.954305,0.75826
3226,0,2,0,2,4.027395,2.691151
18731,0,4,5,0,3.415368,1.545431
18403,1,0,2,2,3.064761,0.914241
174,1,0,4,2,2.222417,1.737167
5896,1,4,5,0,3.407564,1.747133
7374,1,3,4,0,4.227962,1.45407
18779,1,3,4,0,3.355561,1.597734
563,1,4,5,2,3.62656,2.268023
18108,0,3,4,0,4.182453,1.452597
14262,1,2,0,2,2.654011,1.394363
6371,1,3,2,1,3.131583,3.222535
6996,0,3,4,0,5.380097,2.828231
3127,1,2,0,2,3.902352,2.621187
17142,0,0,4,2,3.700294,1.649823
4954,1,1,2,0,2.836804,2.051808
9502,1,5,5,0,3.36087,1.210316
5441,1,4,0,0,3.280645,1.113191
20516,0,2,0,1,2.950726,2.375189
12193,0,0,4,0,3.389502,1.058431
10941,1,0,2,2,3.437113,2.439505
16134,0,0,4,2,2.343899,1.698824
1384,0,0,4,0,4.731142,1.508926
7340,0,0,4,0,4.302944,1.424034
13052,0,0,4,2,2.587538,1.806875
2360,0,2,0,2,4.044808,4.977548
13095,0,0,2,0,4.119896,0.775719
6150,0,1,2,2,2.906001,1.890466
14586,1,1,4,2,2.935353,2.324387
5113,1,1,2,2,3.982043,1.604791
4963,1,2,0,0,2.818361,2.070469
10761,1,0,4,0,3.016933,0.566648
7079,1,3,4,0,5.052651,2.862381
7749,0,3,4,0,3.938162,2.144217
3597,1,2,2,2,2.540351,1.837604
2404,0,4,0,2,4.059205,5.45542
18229,1,3,4,0,3.879094,1.42292
8347,1,5,1,2,2.739931,1.615005
15066,1,5,5,0,2.268372,2.030482
6640,0,5,5,1,3.025158,2.700236
18816,1,2,0,0,3.330802,1.667993
4279,1,4,5,2,2.328083,1.500452
9829,0,0,4,0,4.328853,2.13032
13474,0,1,2,0,4.178982,1.666973
12611,1,5,5,2,3.505226,1.296276
13712,1,5,5,1,2.860821,2.076338
7587,1,2,0,2,2.776171,1.841656
2063,1,2,2,0,3.940631,0.741081
17471,0,3,3,0,3.480882,0.900545
7952,1,5,5,0,3.927668,2.07312
18799,0,1,2,0,3.337394,1.633606
17063,0,3,4,2,3.767504,1.568058
3085,0,2,0,2,3.544956,2.463527
3031,1,2,5,2,3.534532,2.416659
13885,0,0,2,0,3.704591,1.654621
19467,1,3,3,1,4.090187,4.826954
837,1,3,4,2,2.622601,2.16894
3804,0,0,4,0,3.987778,1.573773
11486,1,3,4,0,3.636927,4.438384
13064,1,2,0,2,2.587371,1.840735
18809,0,5,5,0,3.332246,1.650006
10821,0,3,3,0,3.094048,0.562141
18052,1,5,5,0,4.533727,1.808595
4525,0,2,2,2,2.194632,1.760847
13012,0,2,0,2,2.58424,1.762011
6010,1,3,3,0,3.275031,1.789299
3196,0,3,4,2,4.109456,2.697842
13301,0,3,3,0,4.038992,0.721772
1509,1,0,2,0,3.473469,1.899831
16506,0,0,4,0,2.885492,0.858818
20003,0,3,4,0,4.778244,2.05148
6650,0,5,1,0,4.483954,5.060739
9671,1,5,1,0,4.310122,1.857496
14326,0,5,5,2,2.660793,1.409774
16251,0,3,3,2,2.631312,1.990449
18476,1,5,5,2,3.127299,0.898112
10681,0,3,4,0,3.063447,0.559626
9949,0,4,5,0,4.205758,0.548053
9945,0,5,1,0,4.205758,0.548053
11163,0,2,0,1,3.24592,1.023878
16613,1,1,2,0,3.921154,0.490438
839,1,4,5,2,2.615707,2.169178
10370,0,2,0,0,3.393027,0.453432
4806,1,1,4,2,2.891387,1.453982
13787,0,5,1,0,3.961436,1.802555
20423,1,2,0,1,2.954978,2.333212
12443,0,0,2,2,3.686279,1.228102
4337,0,5,1,2,2.384067,1.604951
9050,0,2,0,2,4.135617,2.02392
12539,0,1,2,2,3.576573,1.255266
12665,1,4,5,2,2.673297,1.710386
2870,0,2,0,1,2.852725,1.750191
3099,1,3,4,2,3.553949,2.481157
18785,0,0,4,0,3.344868,1.615584
5506,0,3,2,0,2.943294,1.856324
2153,0,3,4,0,2.711842,1.551279
8318,0,4,0,0,4.252704,1.133881
18788,0,1,2,0,3.344868,1.615584
3170,0,1,2,2,4.106735,2.707953
14642,0,3,4,1,2.915946,1.046837
3589,0,4,0,2,2.542476,1.838604
1575,1,0,4,0,3.344704,1.939117
16430,0,5,5,0,2.910089,0.857044
12592,0,4,0,2,3.527032,1.288766
3931,1,4,5,0,4.3947,2.241898
1048,0,2,2,2,2.72184,1.990613
19599,1,3,4,0,4.237369,1.506031
14561,1,0,4,2,2.923385,2.306251
16703,1,2,0,0,3.450938,0.4695
18306,1,3,3,0,3.743814,1.38039
4737,1,0,4,2,2.865004,1.435702
18773,0,1,2,0,3.355561,1.597734
158,0,2,0,2,2.223407,1.716585
8861,1,1,4,2,3.327176,2.717977
16914,1,1,4,0,2.906482,2.224285
8988,0,3,4,2,3.878717,1.902588
19567,1,5,1,0,4.248149,1.463424
15448,1,0,2,0,2.785314,2.011272
17508,0,2,0,1,3.620192,1.109213
6840,0,0,4,2,3.161844,1.046009
8896,1,2,2,2,3.265867,2.683841
2643,1,2,2,0,4.101865,1.444568
8322,1,3,3,0,4.252704,1.133881
749,0,1,4,2,3.647499,1.833472
1243,1,3,4,0,4.823557,1.543209
20533,1,4,5,1,2.942993,2.340398
9604,0,5,1,0,4.210405,1.764858
8936,1,4,5,2,3.730154,1.826493
10095,0,1,2,0,4.097488,0.523383
7840,0,5,1,0,3.79665,2.16654
4767,0,3,3,2,2.877157,1.444609
7940,1,5,5,0,3.927844,2.065072
19995,1,1,2,0,4.778244,2.05148
16370,0,1,2,0,2.945765,0.851308
11545,1,1,4,0,3.498914,4.496109
19600,0,3,4,0,4.237369,1.506031
18630,1,2,5,0,3.433301,1.605973
2537,0,1,2,0,3.786139,1.481386
16505,1,2,2,0,2.885492,0.858818
13447,1,4,5,0,4.180214,1.690505
13742,1,3,3,1,2.855534,2.067551
17927,0,2,0,0,4.552223,1.683102
4982,1,3,3,0,2.803082,2.085341
12243,0,3,3,0,3.333704,1.098302
14604,0,3,3,2,2.941107,2.335267
9104,0,2,0,0,2.914889,2.329651
3633,1,2,0,0,4.097314,1.51866
17793,1,1,0,0,4.68566,1.913882
6895,1,3,3,2,3.172747,1.077975
7677,0,3,3,2,2.786203,2.040247
2222,0,4,5,0,2.724301,1.573837
15112,1,2,0,0,4.716369,1.168727
9531,0,5,5,0,3.361046,1.224274
8680,1,5,1,2,3.353594,3.259755
19750,0,2,0,0,4.094588,1.806324
19426,1,2,2,1,4.148908,4.977232
3444,0,4,5,2,2.740295,1.786741
16877,0,2,0,0,2.989215,2.214541
20204,1,5,1,0,3.320422,0.999393
13734,1,2,2,1,2.855534,2.067551
5305,1,3,3,2,3.326268,1.728006
15811,0,4,0,0,3.478406,0.734206
19828,0,3,3,0,4.125825,1.918905
10177,1,0,2,0,3.782417,0.458408
19001,0,4,5,2,2.917563,2.410109
18447,0,4,5,2,3.09092,0.941828
10100,1,4,5,0,4.07706,0.519176
3067,1,1,0,2,3.537037,2.447223
11257,1,1,2,0,3.530244,0.669457
20265,0,5,5,0,3.42275,1.014303
19559,0,4,5,0,4.255942,1.438431
4708,0,3,4,2,2.847832,1.428057
6770,1,2,2,0,3.926684,4.958878
15195,1,2,0,0,4.663462,1.257797
10804,1,0,4,0,3.082956,0.561138
474,1,0,4,0,2.539623,2.134396
4582,1,0,2,2,2.773763,1.407366
19740,0,1,2,0,4.085044,1.761617
1690,1,2,5,2,2.60115,2.116246
1449,0,3,4,0,3.627884,1.738368
1496,0,5,1,0,3.505552,1.878918
18341,0,3,2,2,2.979739,0.816724
4922,1,1,2,0,2.895932,2.003226
15650,0,2,0,0,3.694272,0.726144
3761,0,3,4,0,4.116602,1.555572
116,0,4,5,2,2.201979,1.65904
9363,0,4,5,0,3.509585,1.179112
14006,1,3,3,0,3.585173,1.432641
8278,1,2,2,0,4.308968,1.136072
7983,0,2,2,0,3.930375,2.042078
10307,1,0,4,0,3.449578,0.450155
11566,1,0,4,0,3.493617,4.486722
15541,1,1,2,0,2.747134,1.79294
11213,0,3,4,0,3.537948,0.66614
8713,0,1,2,2,3.4329,3.160249
6855,1,0,4,2,3.163073,1.047078
19080,1,2,0,2,2.897124,2.628513
11927,0,3,4,2,3.370651,0.740797
14031,1,3,3,0,3.600845,1.430545
6563,1,5,5,1,3.037453,2.827514
7884,0,5,5,0,3.916444,1.991043
7704,1,5,5,2,2.791195,2.062926
8004,0,5,5,0,3.940119,1.974528
6027,0,5,5,0,3.277973,1.772537
18148,0,2,0,0,4.068594,1.443233
11202,1,2,0,1,3.219787,1.020844
10731,0,1,2,0,2.993176,0.568627
15391,0,4,5,0,2.836966,2.115659
16953,0,2,0,2,3.708842,1.725429
6011,0,3,3,0,3.275031,1.789299
1640,0,5,5,0,3.278564,1.940299
7855,0,2,0,0,3.810194,2.141658
1584,0,5,5,0,3.327938,1.945237
1755,1,1,2,2,2.5412,2.187244
9459,1,0,4,0,3.367176,1.205389
15998,0,5,5,2,2.346814,1.805089
9922,1,2,0,0,4.171746,0.547461
13238,0,1,2,0,4.058864,0.75705
10708,0,4,5,0,3.032029,0.564779
2031,1,3,3,0,4.014388,0.743088
1545,0,0,4,0,3.402713,1.923677
5608,1,1,2,0,2.829517,1.891537
4902,1,1,2,0,2.942722,1.949005
18057,0,5,5,0,4.533727,1.808595
14712,0,4,5,1,2.722645,0.919515
322,1,4,5,0,2.565848,2.080039
15093,0,4,1,0,4.7484,1.162573
4018,1,0,2,0,4.299501,2.569807
18940,1,0,4,2,3.742349,0.775118
16875,0,4,5,0,2.989215,2.214541
19711,1,5,5,0,4.10606,1.701301
584,1,3,4,2,3.636296,2.267957
19737,1,0,4,0,4.085044,1.761617
2936,1,0,4,1,2.839609,1.754348
15830,1,0,2,2,2.367998,2.01449
9497,0,1,4,0,3.36087,1.210316
1599,0,2,0,0,3.311979,1.950768
6441,0,4,5,1,3.152221,3.194417
3845,0,3,3,0,3.932311,1.58323
1532,0,4,5,0,3.425174,1.917046
13097,0,3,4,0,4.119896,0.775719
17886,1,2,0,0,4.57244,1.732275
18185,1,3,4,0,3.982328,1.437574
11138,0,2,0,1,3.265102,1.026453
13623,1,3,3,0,4.039094,1.625692
2264,1,5,5,0,2.733735,1.582422
10591,1,5,5,2,2.555994,1.441276
13892,1,0,4,0,3.696601,1.621007
20669,0,1,4,1,2.884324,1.933014
6970,1,0,2,0,5.45805,2.733953
4702,1,5,5,2,2.847832,1.428057
6701,1,3,4,0,4.208616,4.939028
14934,1,5,5,0,2.29521,1.949899
15133,1,5,1,0,4.690671,1.180769
13013,0,3,4,2,2.58424,1.762011
13891,1,1,2,0,3.696601,1.621007
19832,1,5,5,0,4.125316,1.918018
5537,0,0,2,0,2.943266,1.8755
14221,0,1,2,2,2.677582,1.332072
15416,0,2,0,0,2.831825,2.10399
16487,0,2,2,0,2.889817,0.860742
4181,0,3,3,0,4.022345,2.445716
12098,0,2,0,0,3.4089,1.04703
16475,0,3,3,0,2.89145,0.861145
13467,0,3,4,0,4.182653,1.691259
18158,0,4,5,0,4.037036,1.440519
1023,0,4,5,2,2.714179,1.990295
4780,0,3,3,2,2.882125,1.447222
1081,1,2,2,2,2.740289,1.981193
17825,1,4,5,0,4.661501,2.049173
16500,0,5,5,0,2.886782,0.859959
1882,0,0,2,0,4.313701,0.740708
1636,0,3,3,0,3.284905,1.950263
14663,0,4,5,1,2.794866,0.983473
10262,0,2,0,0,3.498997,0.447723
17244,1,5,1,0,3.613517,0.819615
4808,1,4,0,2,2.891387,1.453982
3349,0,0,2,2,2.769279,1.874531
15233,1,0,4,0,4.71645,1.284094
18699,1,4,5,0,3.452817,1.524007
12719,0,2,0,2,2.717737,1.668624
18468,0,1,2,2,3.118553,0.91115
9651,0,1,2,0,4.265165,1.832005
9836,1,4,0,0,4.317934,2.12911
14321,1,0,4,2,2.660793,1.409774
8835,0,5,5,2,3.406449,2.744363
13352,1,4,0,0,4.030876,0.737441
6627,1,0,4,1,3.02532,2.718957
15856,0,2,0,2,2.370086,2.037609
3566,1,0,4,2,2.551664,1.83755
13727,0,1,4,1,2.85807,2.072441
583,0,1,2,2,3.636296,2.267957
19946,1,4,5,0,4.720716,2.031176
5705,0,3,3,0,2.725612,2.101904
14378,1,3,4,2,2.813845,2.188783
16071,0,5,5,2,2.331447,1.725279
15860,0,3,4,2,2.370086,2.037609
1411,1,1,0,0,3.615811,1.71456
17495,0,3,3,0,3.506859,0.895117
9601,0,4,5,0,4.210405,1.764858
11402,1,0,4,0,3.537446,0.683953
17755,0,1,4,2,4.028037,1.770513
2255,0,2,0,0,2.733735,1.582422
8892,0,3,3,2,3.28505,2.696392
12328,1,3,2,2,3.650597,1.32484
0,1,2,0,2,2.143395,1.706053
8236,0,4,5,0,4.367724,1.100345
182,1,4,5,2,2.217203,1.766903
19963,0,4,5,0,4.749991,2.034175
7453,1,2,2,0,4.316753,1.471849
12955,1,4,0,1,3.53802,3.480955
12220,0,3,3,0,3.36346,1.074834
14125,0,1,2,2,2.661027,1.320339
8728,1,1,2,2,3.482448,3.054103
3736,1,3,4,0,4.134098,1.543612
18615,0,0,4,2,3.085864,0.892095
12390,1,3,4,2,3.658729,1.293717
6270,0,1,2,2,2.958661,1.813414
2289,1,2,2,0,2.743231,1.596516
18067,1,1,4,0,4.524133,1.770598
2823,0,1,2,1,2.824197,1.725228
18444,0,2,0,2,3.09092,0.941828
18074,0,3,3,0,4.524133,1.770598
5956,0,5,5,0,3.295567,1.794328
5887,1,1,2,0,3.441738,1.731692
10896,1,2,2,0,3.227353,0.573932
12419,0,1,2,2,3.681982,1.252934
7120,1,4,5,0,4.981612,2.831877
2918,0,5,5,1,2.84611,1.753954
7028,0,1,2,0,5.233677,2.873867
4985,1,2,2,0,2.795575,2.092609
15394,0,1,0,0,2.836966,2.115659
17073,0,2,0,2,3.760696,1.576554
6524,0,4,5,1,3.066272,2.963208
16883,1,2,2,0,2.960118,2.215589
642,0,2,0,2,3.658971,2.262875
14429,1,2,0,2,2.833395,2.198905
10502,1,0,2,2,2.568978,1.368381
12694,0,5,1,2,2.701521,1.675261
20427,0,5,1,1,2.954978,2.333212
1798,1,2,0,2,2.545394,2.149846
13692,0,4,5,1,2.865712,2.080863
7181,1,0,4,0,4.857565,2.70387
1173,1,1,2,0,4.810794,1.519423
2331,1,0,4,0,2.749714,1.593676
9792,0,0,4,0,4.34969,2.115312
15023,0,5,5,0,2.28315,2.014249
1447,0,1,0,0,3.627884,1.738368
3497,0,5,5,2,2.643532,1.771984
3614,0,1,4,2,2.539345,1.835404
19148,0,2,0,2,2.881919,2.708463
18378,1,1,2,2,3.043687,0.884023
10432,0,0,4,0,3.455118,0.467204
11591,0,2,2,0,3.493756,4.457263
3044,1,1,0,2,3.529751,2.422741
16932,1,3,3,0,2.891008,2.228742
9438,0,0,4,0,3.402373,1.191376
9047,1,0,4,2,4.135617,2.02392
17107,0,5,5,2,3.708589,1.655148
18918,0,5,5,2,3.760554,0.772363
3713,0,3,4,0,4.128427,1.51893
19049,1,5,1,2,2.914221,2.526548
18928,1,0,4,2,3.750356,0.77384
13282,0,4,5,0,4.042501,0.721191
10076,1,4,5,0,4.11655,0.528356
1254,0,3,4,0,4.854392,1.517321
4206,1,5,5,0,4.036576,2.441463
9940,0,0,2,0,4.190588,0.547629
12875,0,2,0,2,2.766796,1.718196
18582,1,5,5,2,3.092496,0.877508
8147,1,1,2,0,4.235863,1.076459
15979,0,0,4,2,2.349516,1.839186
2932,1,5,5,1,2.841534,1.753958
14135,0,4,5,2,2.662905,1.323626
1206,1,3,4,0,4.801317,1.543012
1144,0,4,5,0,4.754454,1.462686
10312,0,0,4,0,3.449578,0.450155
3377,1,1,0,2,2.789242,1.868211
4370,0,3,4,2,2.412206,1.613577
19647,0,3,4,0,4.241218,1.566621
14229,0,0,4,2,2.675108,1.341663
15849,1,5,1,2,2.370086,2.037609
5783,0,1,4,0,2.685547,2.122513
2985,0,0,4,1,2.837371,1.766266
11620,1,4,5,0,4.044123,1.435736
7168,1,4,0,0,4.888971,2.743361
3425,0,1,2,2,2.776853,1.82884
11853,1,4,0,0,3.618721,1.372449
5117,0,1,2,2,3.982043,1.604791
693,0,3,4,2,3.653175,2.196387
15785,0,3,3,0,3.484366,0.73456
4324,1,3,4,2,2.369227,1.582081
314,0,2,0,0,2.565848,2.080039
13255,1,2,0,0,4.050149,0.724737
4346,0,5,1,2,2.394519,1.616765
2978,0,5,5,1,2.838476,1.761766
3902,0,1,4,0,3.926503,1.599727
1685,1,0,4,0,3.262611,1.855808
5927,1,3,4,0,3.356016,1.769821
9286,0,5,1,0,3.590585,1.16189
19355,0,3,4,1,4.455904,5.086198
4631,0,1,2,2,2.801895,1.41924
10373,1,3,4,0,3.393027,0.453432
18375,0,5,1,2,3.033093,0.871374
3689,0,3,4,0,4.120524,1.50293
6211,0,5,5,2,2.941199,1.840512
2389,1,1,4,2,4.082054,5.473536
7160,0,0,4,0,4.916404,2.776273
2559,0,1,2,0,3.859915,1.478824
11736,0,3,4,0,3.802403,1.429088
12489,1,5,5,2,3.639739,1.212784
432,0,0,4,0,2.541514,2.107696
13490,1,3,4,0,4.163674,1.608131
2049,1,5,5,0,3.979913,0.744554
18320,1,2,2,0,3.721917,1.378581
14258,1,3,3,2,2.661105,1.378073
2123,1,4,5,0,2.720224,1.539493
17414,1,2,0,0,3.441262,0.898174
8222,0,2,0,0,4.375195,1.086132
12684,0,1,0,2,2.688769,1.689639
2895,0,4,5,1,2.855552,1.753858
8113,0,5,1,0,4.051676,1.066425
14335,1,2,2,2,2.666329,1.410564
20325,1,1,2,0,3.494911,1.059836
17708,0,4,5,2,3.962471,1.754267
11435,0,4,0,0,3.558861,0.682707
17933,1,4,5,0,4.551847,1.684414
223,0,2,2,2,2.203342,1.838566
17597,1,3,4,2,3.803386,1.710913
17237,1,0,2,0,3.631979,0.818897
2626,0,5,5,0,4.067485,1.451158
7602,0,4,5,2,2.782174,1.868278
2067,0,2,2,0,3.940631,0.741081
12979,0,5,5,2,2.585114,1.713311
20205,1,4,5,0,3.320422,0.999393
15847,1,3,4,2,2.369771,2.029062
459,0,3,3,0,2.53636,2.127217
994,1,5,5,2,2.707865,1.966586
19292,0,3,2,1,4.356022,5.01917
19748,1,4,5,0,4.094588,1.806324
12931,1,2,2,2,2.766085,1.729703
14458,0,2,0,2,2.843599,2.207012
14424,0,4,5,2,2.830085,2.197235
9688,0,1,2,0,4.325263,1.868417
1315,0,3,3,0,4.882334,1.478267
8005,1,0,4,0,3.940119,1.974528
7045,1,4,5,0,5.103527,2.869444
19486,0,1,2,0,2.954305,0.75826
9597,1,2,0,0,4.210405,1.764858
15033,0,4,0,0,2.280113,2.017483
15779,1,0,4,0,3.484366,0.73456
18944,0,1,4,2,3.742349,0.775118
6331,1,3,3,2,2.965013,1.772735
12614,0,3,3,2,3.505226,1.296276
9631,1,1,2,0,4.244814,1.817444
2435,0,4,5,0,3.627543,1.403034
9563,1,0,2,0,4.160592,1.695087
17894,1,3,4,0,4.57244,1.732275
13803,0,3,4,0,3.97098,1.763233
11147,1,0,2,1,3.25723,1.025125
2237,1,1,2,0,2.72731,1.573832
