,sex,age,generation,incomelevel,depression,alcohol
46,0,4,5,2,2.154413,1.69912
13099,1,4,5,0,4.158248,0.785731
4020,0,0,2,0,4.299501,2.569807
4438,1,2,0,2,2.308239,1.695588
13507,1,2,0,0,4.131751,1.476471
1413,1,0,2,0,3.615811,1.71456
2819,1,2,0,1,2.824197,1.725228
4092,0,0,4,0,4.216627,2.603207
3468,0,2,0,2,2.709694,1.774641
668,1,3,4,2,3.657002,2.254094
8853,0,0,4,2,3.348861,2.726701
18817,1,1,2,0,3.330802,1.667993
8394,1,3,4,2,2.756764,1.638425
239,1,5,1,0,2.583357,2.083017
6201,0,4,5,2,2.929883,1.851213
8744,1,0,4,2,3.486581,2.999772
6641,0,0,4,1,3.025158,2.700236
67,0,5,1,2,2.170218,1.68162
8763,0,3,4,2,3.487929,2.936396
17070,0,5,5,2,3.760696,1.576554
5219,1,4,5,2,3.436416,1.68297
1625,0,3,3,0,3.290207,1.954838
8201,1,3,4,0,4.364038,1.078711
19670,0,0,2,0,4.240516,1.600301
7121,1,0,4,0,4.981612,2.831877
6107,0,4,5,2,2.883428,1.931684
9561,1,2,5,0,4.160592,1.695087
13389,1,1,4,0,4.028952,0.76508
9304,1,2,0,0,3.58302,1.159994
17079,1,0,4,2,3.744696,1.600888
19741,0,5,5,0,4.085044,1.761617
943,0,1,2,2,2.65792,2.051013
14529,0,0,4,2,2.902453,2.266258
988,0,2,0,2,2.703805,1.947668
15043,1,1,4,0,2.277805,2.021369
13854,1,4,5,0,3.806225,1.678747
13745,1,1,4,1,2.853856,2.061747
20499,1,0,2,1,2.954412,2.394409
1890,1,2,0,0,4.313701,0.740708
5499,1,1,0,0,2.943294,1.856324
12351,0,5,1,2,3.653775,1.313857
4367,0,0,4,2,2.412206,1.613577
13590,1,2,0,0,4.111809,1.488421
20614,0,3,3,1,2.887711,2.040843
19228,0,0,4,2,2.824549,2.864038
3929,1,3,4,0,4.401109,2.221128
2783,0,1,2,1,2.788032,1.694776
17443,1,0,4,0,3.46059,0.903373
5012,0,2,2,0,2.786208,2.095719
16938,0,4,0,0,2.879148,2.233922
18275,1,4,0,0,3.769659,1.383849
14122,0,0,2,2,2.661027,1.320339
16964,0,1,2,2,3.70284,1.702054
3811,1,5,5,0,3.970255,1.576909
16036,0,2,0,2,2.339504,1.764712
1102,1,0,2,0,4.621187,1.35291
11006,1,4,5,2,3.536234,3.571414
1160,1,1,2,0,4.804053,1.50631
866,0,5,1,2,2.612533,2.16216
73,1,0,2,2,2.17953,1.668865
15548,0,0,4,0,2.747134,1.79294
19287,0,4,1,1,4.356022,5.01917
16149,1,2,0,2,2.750819,1.886851
17026,0,1,2,2,3.724658,1.598237
20089,1,2,2,0,4.761551,1.998437
4222,1,2,5,2,2.26815,1.409241
18763,0,2,0,0,3.368607,1.581855
5961,0,0,4,0,3.295567,1.794328
12050,0,0,2,0,3.431744,1.040055
3792,0,4,5,0,4.011867,1.570141
2373,1,0,4,2,4.129334,5.432642
11363,1,2,0,0,3.562302,0.674844
1986,0,4,5,0,4.181287,0.736186
18363,0,4,5,2,3.005804,0.84454
1922,0,0,2,0,4.307965,0.739407
19789,0,5,5,0,4.126807,1.908482
12068,1,2,0,0,3.41575,1.042097
20356,1,4,5,0,3.522626,1.140926
19543,1,1,0,0,4.264897,1.411711
11484,0,2,0,0,3.636927,4.438384
11541,0,1,2,0,3.503259,4.492473
14194,0,2,0,2,2.673667,1.328495
14119,1,4,5,2,2.661027,1.320339
20406,0,1,4,0,3.585183,1.182338
15603,1,0,4,0,2.724971,1.728964
5396,1,4,5,0,3.296471,1.094935
6846,0,2,0,2,3.161844,1.046009
7801,0,1,2,0,3.882934,2.153615
3,1,1,0,2,2.143395,1.706053
5067,0,3,4,2,4.113188,1.554654
7515,1,1,2,2,2.75061,1.938496
18408,0,1,2,2,3.064761,0.914241
8077,0,5,1,0,3.976716,1.05654
2169,1,1,2,0,2.71081,1.57927
16252,1,3,3,2,2.631312,1.990449
15002,1,3,3,0,2.279985,1.998884
5694,0,3,3,0,2.736033,2.078115
6551,1,1,2,1,3.043548,2.856143
3347,0,2,5,2,2.769279,1.874531
18537,1,2,0,2,3.109989,0.86686
6466,1,3,4,1,3.124116,3.165348
1597,1,0,4,0,3.311979,1.950768
8769,0,0,4,2,3.487568,2.873611
4826,0,2,2,2,2.895363,1.457502
81,1,3,4,2,2.17953,1.668865
13159,1,2,0,0,4.175035,0.810089
4543,1,4,5,2,2.770385,1.403366
26,0,5,1,2,2.15007,1.701142
2022,0,5,5,0,4.056973,0.740531
7097,1,0,4,0,5.01573,2.847781
12107,0,0,2,0,3.405387,1.050686
6537,0,4,5,1,3.058823,2.920276
13877,1,1,2,0,3.704591,1.654621
1251,0,4,5,0,4.854392,1.517321
494,0,5,1,2,3.56918,1.918939
9568,0,5,1,0,4.160592,1.695087
6882,0,5,5,2,3.168357,1.064304
1364,1,5,5,0,4.759686,1.506864
107,0,4,5,2,2.195285,1.654338
3524,0,1,2,2,2.608345,1.779412
14095,0,0,4,0,3.402352,0.692664
8421,0,2,0,2,2.799277,1.646062
1533,0,2,0,0,3.425174,1.917046
1941,1,5,5,0,4.299122,0.737993
18524,1,4,5,2,3.115786,0.870122
5370,1,2,0,0,3.321412,1.07077
16593,0,4,5,0,3.965194,0.487013
1477,0,4,5,0,3.581562,1.803538
13171,1,1,2,0,4.14939,0.81184
5380,1,0,4,0,3.310162,1.081861
16574,0,1,2,0,4.000114,0.483978
6460,1,4,5,1,3.124116,3.165348
14322,1,1,4,2,2.660793,1.409774
8488,1,4,5,2,2.809223,1.667693
19812,0,4,0,0,4.126116,1.917394
1356,1,0,4,0,4.79008,1.504314
10530,1,5,5,2,2.553989,1.363723
14849,1,5,1,0,2.290941,1.887117
20258,1,3,4,0,3.408121,1.012618
9848,1,1,4,0,4.301374,2.127247
96,1,1,2,2,2.195285,1.654338
11370,0,5,5,0,3.562302,0.674844
20256,0,0,2,0,3.408121,1.012618
20438,1,1,0,1,2.957768,2.366647
6534,0,1,2,1,3.058823,2.920276
4350,1,5,5,2,2.405436,1.617726
14516,1,4,5,2,2.894314,2.25271
14013,0,2,2,0,3.589313,1.431651
14247,1,3,3,2,2.669106,1.358762
12723,0,3,4,2,2.717737,1.668624
20212,0,1,2,0,3.320422,0.999393
11020,0,4,5,2,3.532259,3.602408
3266,0,0,4,2,3.588454,2.706941
93,0,2,0,2,2.188802,1.658553
1465,1,0,2,0,3.612334,1.768456
7270,0,4,5,0,4.458008,1.383628
20578,0,3,4,1,2.929906,2.292501
898,1,5,1,2,2.630749,2.116879
3529,0,5,5,2,2.590202,1.795127
3437,0,0,2,2,2.758974,1.806055
13132,1,3,4,0,4.204405,0.800726
17264,0,1,2,0,3.59628,0.821655
14987,0,5,5,0,2.276089,1.98779
189,0,2,0,2,2.217203,1.766903
20194,1,1,2,0,3.307213,0.996069
7949,0,0,4,0,3.927844,2.065072
1718,1,1,0,2,2.566726,2.160472
6518,1,4,5,1,3.066272,2.963208
15106,0,1,0,0,4.729642,1.164669
7081,1,5,5,0,5.034262,2.855894
10627,0,5,1,0,3.062597,0.552453
18078,1,2,2,0,4.513444,1.721177
13112,1,2,0,0,4.185603,0.794211
13384,0,3,3,0,4.028566,0.754582
6227,0,4,5,2,2.951141,1.831493
11908,1,3,4,2,3.399362,0.738391
5536,0,1,0,0,2.943266,1.8755
17813,1,2,0,0,4.668545,2.024107
16786,0,4,0,0,3.421481,0.479608
18671,0,2,0,0,3.455137,1.53551
14232,0,4,5,2,2.675108,1.341663
345,1,3,4,0,2.571886,2.075933
10990,0,5,5,2,3.550027,3.402343
13056,1,1,2,2,2.587327,1.825525
14357,1,5,1,2,2.785556,2.169006
13304,1,4,5,0,4.039477,0.723056
4280,1,1,2,2,2.328083,1.500452
3980,1,2,0,0,4.354149,2.363795
1274,0,1,2,0,4.920486,1.460324
8471,0,0,4,2,2.812553,1.660599
8541,0,2,2,2,2.778754,1.713354
11952,0,4,5,2,3.337087,0.744852
3700,1,3,4,0,4.124002,1.50824
15558,0,2,0,0,2.738188,1.777734
6756,0,3,3,0,3.982428,5.015845
6052,1,2,5,2,2.860919,2.000672
3741,1,0,2,0,4.131314,1.551039
19051,0,0,2,2,2.914221,2.526548
15143,1,3,4,0,4.690671,1.180769
16798,1,0,4,0,3.42572,0.483159
16016,0,3,4,2,2.344809,1.792783
15647,0,3,3,0,2.724765,1.699258
8935,0,0,2,2,3.730154,1.826493
17377,1,4,5,0,3.362961,0.846888
13622,0,3,3,0,4.039094,1.625692
6784,0,5,5,0,3.902099,4.912332
13512,0,4,5,0,4.131751,1.476471
8145,1,4,5,0,4.235863,1.076459
11185,0,3,4,1,3.226051,1.021842
18217,1,3,4,0,3.904418,1.430229
8307,0,2,2,0,4.272856,1.135179
15997,1,0,4,2,2.346814,1.805089
14293,0,3,3,2,2.654982,1.404515
20418,0,2,5,1,2.952192,2.292711
16785,0,5,5,0,3.421481,0.479608
7149,0,1,4,0,4.939423,2.802232
9068,0,0,4,2,4.197154,2.038168
5893,0,3,4,0,3.441738,1.731692
14475,0,5,5,2,2.854846,2.215729
1256,1,1,2,0,4.892317,1.486347
5954,1,2,0,0,3.295567,1.794328
3423,1,0,2,2,2.776853,1.82884
12053,1,3,4,0,3.431744,1.040055
6053,0,1,0,2,2.860919,2.000672
11526,1,1,2,0,3.509444,4.479028
1060,0,2,2,2,2.726631,1.989049
4836,0,1,2,0,3.124961,2.010082
3433,0,4,5,2,2.758974,1.806055
3083,0,0,2,2,3.544956,2.463527
11660,0,3,4,0,4.020713,1.435496
8532,1,0,4,2,2.782291,1.70743
19120,0,0,4,2,2.886916,2.683479
11126,0,2,0,1,3.269665,1.027777
11216,1,3,4,0,3.537948,0.66614
12198,1,3,4,0,3.389502,1.058431
7130,1,2,2,0,4.961094,2.820935
14658,1,4,5,1,2.794866,0.983473
2639,0,1,2,0,4.091096,1.446052
13039,1,1,2,2,2.585826,1.788776
12568,0,5,5,2,3.549122,1.28026
11759,1,3,4,0,3.748774,1.40595
17328,1,5,5,0,3.422318,0.836221
18346,1,2,0,2,2.994226,0.830684
19906,1,3,4,0,4.649294,2.058632
2319,1,0,4,0,2.746834,1.5954
8867,0,4,0,2,3.327176,2.717977
2625,0,4,5,0,4.067485,1.451158
16273,1,3,3,2,2.609186,2.019433
7399,1,4,5,0,4.339659,1.494495
2440,1,3,4,0,3.627543,1.403034
2456,0,5,1,0,3.62928,1.430756
7095,1,1,2,0,5.01573,2.847781
11788,0,5,5,0,3.683434,1.391301
1409,1,3,2,0,3.606204,1.709916
6912,1,0,4,2,3.1808,1.098757
1664,0,4,0,0,3.26746,1.906362
11333,0,4,5,0,3.555692,0.673312
4584,0,1,0,2,2.773763,1.407366
20238,1,4,5,0,3.389669,1.010229
8735,0,2,0,2,3.482448,3.054103
4937,0,0,4,0,2.875833,2.020115
13288,1,3,3,0,4.042501,0.721191
4371,0,4,5,2,2.412206,1.613577
14742,1,1,2,1,2.714691,0.885359
5249,0,0,4,2,3.375126,1.706818
9927,0,2,0,0,4.171746,0.547461
12156,0,4,5,0,3.396016,1.056613
18431,0,1,2,2,3.082819,0.939163
16884,1,0,4,0,2.960118,2.215589
6872,1,5,5,2,3.163513,1.052755
15984,1,1,2,2,2.347841,1.821129
15935,1,4,5,2,2.355299,1.901132
19325,0,1,0,1,4.422658,5.223568
9007,1,4,5,2,3.94451,1.933601
14844,0,1,0,0,2.280377,1.877198
12067,1,0,2,0,3.41575,1.042097
15987,0,4,5,2,2.347841,1.821129
2238,1,3,4,0,2.72731,1.573832
19892,0,5,1,0,4.648701,2.080669
18125,0,4,5,0,4.139134,1.449761
20028,1,5,5,0,4.791258,2.070251
15409,1,2,0,0,2.831825,2.10399
10200,0,4,5,0,3.651698,0.451861
17446,0,3,3,0,3.46059,0.903373
2907,0,5,5,1,2.851076,1.754046
19672,0,3,4,0,4.240516,1.600301
268,0,3,4,0,2.55615,2.102025
10110,1,3,3,0,4.07706,0.519176
10363,1,5,5,0,3.393027,0.453432
14708,1,2,0,1,2.722645,0.919515
2607,1,3,4,0,4.000156,1.463475
18825,1,3,4,0,3.330802,1.667993
14488,1,5,5,2,2.879062,2.235735
3142,0,4,5,2,4.034842,2.670994
2371,1,3,3,2,4.150033,5.39758
7585,1,5,5,2,2.776171,1.841656
3511,1,0,4,2,2.625163,1.772424
2203,1,4,5,0,2.716531,1.577273
18016,1,5,5,0,4.554698,1.855075
10721,0,1,2,0,3.01007,0.566897
7300,1,4,5,0,4.41477,1.403921
937,1,2,0,2,2.65792,2.051013
13813,0,0,2,0,3.974874,1.731578
7360,1,0,4,0,4.227,1.442389
7204,0,4,5,0,4.56418,1.388861
13833,0,2,0,0,3.948518,1.695924
1147,0,3,4,0,4.754454,1.462686
10263,0,1,2,0,3.498997,0.447723
7194,1,0,2,0,4.600998,1.397252
5122,0,5,1,2,3.913582,1.615054
17009,1,4,5,2,3.705861,1.612709
6172,1,4,5,2,2.913822,1.871933
8159,1,1,2,0,4.269788,1.077283
4568,1,4,5,2,2.771902,1.405625
14193,0,0,4,2,2.673667,1.328495
6014,1,2,2,0,3.275889,1.781913
15500,0,4,5,0,2.768037,1.883933
8022,0,3,3,0,3.946206,1.927178
8921,1,4,1,2,3.687009,1.804892
8545,1,0,4,2,2.778754,1.713354
6922,1,0,4,2,3.179419,1.100855
17394,1,0,4,0,3.386968,0.863536
7851,0,5,5,0,3.810194,2.141658
16138,1,5,5,2,2.350485,1.6943
20269,0,3,4,0,3.42275,1.014303
7994,1,0,4,0,3.934021,2.012938
14724,0,2,0,1,2.716396,0.903034
9424,0,4,5,0,3.42279,1.18587
7473,0,1,0,2,2.784808,2.067237
19688,1,4,5,0,4.185712,1.646296
19384,1,0,4,1,4.316905,4.947065
13613,1,0,4,0,4.039094,1.625692
7066,0,5,5,0,5.069844,2.866131
14045,1,4,0,0,3.646711,1.427152
1745,0,0,2,2,2.545511,2.184191
3809,1,3,4,0,3.987778,1.573773
10758,0,5,5,0,3.016933,0.566648
9805,0,2,2,0,4.344662,2.133863
18321,1,1,4,0,3.721917,1.378581
7751,0,5,1,0,3.930588,2.146702
5470,0,2,2,0,3.293437,1.11375
8582,1,2,2,2,2.773385,1.730807
8463,1,2,0,2,2.811515,1.656004
19526,0,5,5,0,2.86936,0.76949
11139,0,3,4,1,3.265102,1.026453
1899,0,5,1,0,4.313476,0.740434
13655,0,2,2,0,3.980139,1.83697
1997,0,3,4,0,4.144456,0.73677
20191,1,3,4,0,3.300926,0.99568
5815,1,3,4,0,3.83155,1.579173
17713,1,3,4,2,3.962471,1.754267
12764,1,2,0,2,2.756713,1.706542
772,0,1,4,2,3.651044,1.825346
11477,1,3,4,0,3.685693,4.480427
9542,1,4,0,0,3.360755,1.231484
9223,1,2,2,0,2.754503,2.135476
17152,1,4,0,2,3.703193,1.637364
12961,0,4,0,1,3.53802,3.480955
14170,0,4,5,2,2.66913,1.32934
7763,0,5,1,0,3.920866,2.149036
19676,1,4,5,0,4.222042,1.621381
15614,1,2,2,0,2.724364,1.718295
7915,0,3,4,0,3.932749,1.976898
19852,1,3,3,0,4.124435,1.914363
8373,1,3,4,2,2.752073,1.633989
8687,0,2,0,2,3.353594,3.259755
3966,1,5,1,0,4.367678,2.318594
14942,1,3,4,0,2.29521,1.949899
16140,1,1,4,2,2.350485,1.6943
4849,0,3,4,0,3.110432,1.995769
2381,1,0,4,2,4.093854,5.474668
15435,1,4,5,0,2.801982,2.045804
10476,0,4,0,0,3.458618,0.465702
10030,1,2,0,0,4.180606,0.542487
7794,1,4,5,0,3.882934,2.153615
5288,1,1,4,2,3.333781,1.724807
1964,1,4,5,0,4.251721,0.73564
4569,1,1,0,2,2.771902,1.405625
20268,1,3,4,0,3.42275,1.014303
8132,1,5,1,0,4.189615,1.074382
14985,0,4,5,0,2.276089,1.98779
861,0,3,4,2,2.612934,2.166415
8007,0,2,2,0,3.940119,1.974528
5041,0,5,5,0,2.778406,2.092207
515,1,5,1,2,3.588855,2.116047
4887,0,0,2,0,2.992715,1.913563
11606,1,3,2,0,4.048906,1.436539
10471,1,5,5,0,3.458618,0.465702
4360,0,5,5,2,2.405436,1.617726
7454,1,4,0,0,4.316753,1.471849
4728,0,5,5,2,2.859133,1.431639
3860,1,4,5,0,3.911885,1.589404
9638,0,0,2,0,4.244814,1.817444
13067,0,2,0,2,2.587371,1.840735
6043,1,0,4,0,3.281306,1.760998
6671,1,3,4,0,4.358236,4.985187
5292,0,1,4,2,3.333781,1.724807
16707,0,1,2,0,3.450938,0.4695
6168,1,0,2,2,2.913822,1.871933
9391,0,0,4,0,3.477466,1.180166
16643,0,3,4,0,3.836638,0.488818
10143,0,1,4,0,3.996729,0.509059
11076,1,1,0,1,3.265252,1.033613
20462,0,5,1,1,2.960554,2.408583
10709,0,2,0,0,3.032029,0.564779
16172,0,2,0,2,2.727369,1.87381
9178,1,0,4,0,2.767358,2.199166
8082,1,3,4,0,3.976716,1.05654
11410,1,4,5,0,3.539318,0.6845
20484,1,4,5,1,2.956909,2.408979
20155,0,1,4,0,4.795954,2.018738
19874,0,3,4,0,4.660871,2.139292
4821,1,0,4,2,2.895363,1.457502
19366,1,0,4,1,4.409427,4.953873
733,1,4,5,2,3.64793,1.839168
522,0,2,0,2,3.588855,2.116047
5000,1,0,4,0,2.790946,2.0944
2284,0,4,5,0,2.740063,1.594169
9797,0,5,5,0,4.34969,2.115312
10207,1,5,1,0,3.596572,0.449365
3473,1,4,5,2,2.688689,1.773001
3202,0,2,0,2,4.102729,2.690265
3837,1,1,2,0,3.932311,1.58323
10102,1,1,2,0,4.07706,0.519176
17432,0,1,2,0,3.454534,0.904203
498,0,2,5,2,3.56918,1.918939
2892,1,3,4,1,2.855552,1.753858
8586,0,0,4,2,2.772361,1.736153
19156,1,5,5,2,2.878487,2.724895
9486,1,3,3,0,3.358979,1.209134
2722,1,3,2,1,2.717497,1.542925
6673,1,1,2,0,4.303747,4.951529
19651,1,5,1,0,4.24282,1.58265
13030,0,3,4,2,2.585337,1.775306
12529,0,2,0,2,3.592954,1.237363
20314,1,2,0,0,3.484572,1.032685
6580,0,0,4,1,3.032828,2.801696
16821,1,3,4,0,3.217147,2.154691
13393,1,0,4,0,4.028952,0.76508
10323,0,1,2,0,3.435921,0.450356
3118,0,5,1,2,3.746093,2.564113
14234,0,2,0,2,2.675108,1.341663
4073,0,3,4,0,4.245994,2.610772
1738,1,4,5,2,2.545511,2.184191
16437,0,1,2,0,2.901364,0.859523
4783,1,5,5,2,2.885282,1.448878
20056,1,0,4,0,4.786623,2.045624
15426,0,4,5,0,2.818784,2.078846
2960,0,0,4,1,2.838261,1.758207
13723,1,2,2,1,2.85807,2.072441
758,1,2,2,2,3.648385,1.828883
2461,0,0,2,0,3.62928,1.430756
3095,0,4,5,2,3.553949,2.481157
11355,1,0,4,0,3.564094,0.673595
5867,0,4,5,0,3.521807,1.69876
9435,0,4,5,0,3.402373,1.191376
17741,1,3,3,2,4.027658,1.771608
4366,1,2,0,2,2.412206,1.613577
19124,0,5,5,2,2.886916,2.683479
19655,0,2,0,0,4.24282,1.58265
12880,1,5,5,2,2.76109,1.72254
13958,1,3,4,0,3.659367,1.42803
10918,1,4,1,2,3.423123,2.620292
15581,0,4,5,0,2.725618,1.75171
4793,0,3,3,2,2.885282,1.448878
7004,0,2,0,0,5.345004,2.855875
6670,0,1,2,0,4.358236,4.985187
14569,0,1,2,2,2.923385,2.306251
8134,1,1,2,0,4.189615,1.074382
9630,0,3,4,0,4.231725,1.801893
3723,0,5,1,0,4.131973,1.531818
64,0,0,2,2,2.170218,1.68162
6253,1,4,5,2,2.959376,1.817016
20285,0,5,5,0,3.450324,1.01694
7320,0,3,4,0,4.393213,1.408721
17037,0,1,2,2,3.744977,1.584707
7462,1,3,3,0,4.316753,1.471849
3123,0,3,4,2,3.746093,2.564113
9916,0,0,2,0,4.15013,0.547462
4314,1,5,1,2,2.369227,1.582081
5907,1,2,0,0,3.378682,1.760125
3513,0,0,4,2,2.625163,1.772424
8856,0,4,5,2,3.348861,2.726701
12219,0,2,0,0,3.36346,1.074834
9689,1,3,4,0,4.325263,1.868417
18041,1,4,0,0,4.541678,1.835134
14829,0,5,1,0,2.267182,1.86491
16527,1,4,5,0,3.95624,0.479715
15434,1,1,2,0,2.801982,2.045804
14594,1,3,3,2,2.935353,2.324387
3587,1,1,4,2,2.542476,1.838604
2076,1,2,2,0,3.922651,0.73805
8575,0,1,4,2,2.773385,1.730807
15923,1,4,5,2,2.361048,1.942409
1476,0,5,1,0,3.581562,1.803538
8850,1,0,4,2,3.348861,2.726701
15237,0,3,4,0,4.71645,1.284094
14600,1,2,2,2,2.941107,2.335267
19435,0,3,3,1,4.148908,4.977232
17404,0,5,5,0,3.416201,0.882636
20580,1,1,2,1,2.924568,2.270934
9506,1,2,2,0,3.361724,1.213379
11186,0,4,5,1,3.226051,1.021842
13607,0,1,2,0,4.079556,1.548077
2785,0,3,4,1,2.788032,1.694776
13864,1,0,2,0,3.738417,1.669055
20329,0,5,5,0,3.494911,1.059836
2163,1,0,2,0,2.70989,1.55579
4306,1,2,0,2,2.353957,1.5534
1205,0,4,5,0,4.801317,1.543012
7355,1,4,5,0,4.227,1.442389
1248,1,4,5,0,4.854392,1.517321
1333,0,2,2,0,4.83422,1.497867
11826,1,3,3,0,3.634747,1.381121
6803,1,2,0,2,3.160485,1.045939
7038,0,2,0,0,5.164113,2.87308
1621,0,2,2,0,3.290207,1.954838
11296,0,2,0,0,3.547975,0.67176
10464,0,2,2,0,3.456543,0.46645
18092,1,0,4,0,4.50042,1.659861
10528,1,0,4,2,2.553989,1.363723
5215,0,1,2,2,3.474393,1.671258
8609,1,1,0,2,3.213616,3.375219
14079,1,4,5,0,3.466375,0.67468
14662,0,1,2,1,2.794866,0.983473
4778,0,4,5,2,2.882125,1.447222
7303,0,4,5,0,4.41477,1.403921
11385,1,5,5,0,3.553385,0.677825
20050,1,3,4,0,4.793213,2.063498
8298,0,3,3,0,4.291949,1.135864
12212,1,1,2,0,3.36346,1.074834
12311,0,2,2,0,3.347923,1.109213
9534,0,4,0,0,3.361046,1.224274
5895,1,2,0,0,3.407564,1.747133
5926,0,0,4,0,3.356016,1.769821
5366,1,4,5,0,3.321412,1.07077
15767,1,1,4,0,3.48764,0.734513
9643,1,0,2,0,4.265165,1.832005
20099,0,3,3,0,4.761551,1.998437
12867,0,3,3,2,2.776403,1.711196
9715,1,0,4,0,4.357451,1.894388
19235,0,5,5,2,2.824549,2.864038
10059,0,4,5,0,4.151368,0.537625
9207,1,0,4,0,2.752576,2.16241
8942,0,5,1,2,3.730154,1.826493
1133,0,0,2,0,4.715412,1.430158
10576,1,3,4,2,2.566573,1.368957
18879,1,1,4,0,3.348171,1.735504
4268,1,4,5,2,2.316248,1.480987
18735,1,2,0,0,3.394851,1.558382
15838,1,4,5,2,2.369771,2.029062
9962,0,2,0,0,4.218667,0.548534
1219,0,3,4,0,4.796896,1.550707
1780,0,4,5,2,2.541498,2.172171
6440,0,3,4,1,3.152221,3.194417
13314,1,2,2,0,4.036617,0.72447
1862,1,0,4,2,2.551683,2.1614
11677,0,4,5,0,3.97116,1.44018
8097,1,4,5,0,3.998333,1.06232
20454,0,0,2,1,2.960464,2.392071
7873,0,5,5,0,3.882226,2.038043
15682,1,4,5,0,3.672239,0.707873
5963,1,3,3,0,3.295567,1.794328
14146,0,0,2,2,2.666104,1.326683
1556,0,1,2,0,3.380487,1.929279
5149,0,1,2,2,3.781847,1.632071
6127,0,4,5,2,2.894682,1.910478
13800,0,2,0,0,3.97098,1.763233
3221,1,5,5,2,4.027395,2.691151
502,0,3,2,2,3.56918,1.918939
6078,0,1,0,2,2.872542,1.962545
9860,1,4,1,0,4.011663,0.547416
7950,1,3,3,0,3.927844,2.065072
10126,1,1,4,0,4.028824,0.512261
4865,0,2,0,0,3.053087,1.941991
4385,1,3,4,2,2.420838,1.6076
198,0,2,0,2,2.210642,1.79855
9373,1,1,2,0,3.494552,1.17961
10194,0,3,4,0,3.715023,0.454951
9145,1,3,4,0,2.834078,2.257506
14263,1,0,4,2,2.654011,1.394363
66,0,1,2,2,2.170218,1.68162
9777,1,0,4,0,4.35549,2.066202
16670,1,1,2,0,3.54791,0.470782
12233,0,5,5,0,3.348204,1.087633
6283,0,1,2,2,2.958505,1.809111
8076,1,0,2,0,3.976716,1.05654
11394,0,3,3,0,3.54323,0.681294
2798,0,0,2,1,2.803003,1.707136
12339,0,2,0,2,3.652193,1.319539
15679,0,4,5,0,3.672239,0.707873
7834,0,1,2,0,3.804899,2.169942
4282,1,2,0,2,2.328083,1.500452
9089,0,1,2,2,4.235203,2.043699
2155,1,1,0,0,2.711842,1.551279
13221,1,1,2,0,4.069092,0.781248
479,1,5,5,0,2.539623,2.134396
8978,1,3,4,2,3.845663,1.88624
6587,1,1,2,1,3.030472,2.779135
3426,0,0,2,2,2.776853,1.82884
4355,0,0,4,2,2.405436,1.617726
13632,0,4,5,0,4.005163,1.706981
13652,1,4,0,0,3.980139,1.83697
19094,1,2,0,2,2.892461,2.653555
13214,0,1,2,0,4.080509,0.801701
9768,0,2,0,0,4.359767,2.004678
16208,1,3,4,2,2.684733,1.925659
2659,0,4,0,0,4.104088,1.445937
20653,0,0,4,1,2.882817,1.951835
1222,1,2,0,0,4.803224,1.553826
3691,1,2,0,0,4.124002,1.50824
11133,1,5,1,1,3.269665,1.027777
9426,0,1,2,0,3.42279,1.18587
5429,1,0,4,0,3.279798,1.112423
8940,1,3,4,2,3.730154,1.826493
5757,0,2,2,0,2.695241,2.133916
1610,0,2,0,0,3.298894,1.954449
13863,0,3,4,0,3.806225,1.678747
11298,0,4,5,0,3.547975,0.67176
716,1,3,3,2,3.649862,1.980933
7287,0,3,4,0,4.43857,1.391317
11937,0,1,2,2,3.355397,0.74257
12630,1,1,4,2,3.486806,1.301878
5574,1,2,0,0,2.895237,1.886068
7217,1,0,2,0,4.531907,1.382412
15803,1,0,4,0,3.478406,0.734206
11641,1,2,0,0,4.032234,1.43547
11198,0,4,5,1,3.219787,1.020844
19360,0,2,0,1,4.430855,5.00611
18917,0,0,4,2,3.760554,0.772363
5540,1,4,5,0,2.936757,1.880429
6045,0,0,4,0,3.281306,1.760998
15667,0,4,5,0,3.716088,0.714718
10790,1,1,2,0,3.071846,0.560731
12334,1,2,0,2,3.652193,1.319539
14328,1,3,3,2,2.660793,1.409774
14294,0,5,5,2,2.654982,1.404515
18387,0,4,5,2,3.043687,0.884023
7247,0,5,1,0,4.480829,1.374704
10921,1,0,2,2,3.423123,2.620292
9213,1,1,4,0,2.753656,2.149119
17428,0,5,5,0,3.454534,0.904203
3862,1,0,4,0,3.911885,1.589404
13950,1,4,5,0,3.659367,1.42803
17689,0,1,2,2,3.927429,1.746651
17531,1,0,4,1,3.513484,1.065066
6230,1,1,2,2,2.958563,1.824945
12728,1,2,0,2,2.72766,1.677312
883,0,3,4,2,2.616297,2.152968
18350,0,2,0,2,2.994226,0.830684
18046,0,5,5,0,4.541678,1.835134
17743,1,4,0,2,4.029737,1.771161
7802,0,0,2,0,3.882934,2.153615
3373,0,3,4,2,2.784457,1.871572
8579,0,5,5,2,2.773385,1.730807
15754,1,5,5,0,3.498145,0.733654
13258,0,2,0,0,4.050149,0.724737
2751,0,0,2,1,2.755676,1.64789
14136,0,2,0,2,2.662905,1.323626
15238,1,3,4,0,4.71645,1.284094
809,0,5,1,2,2.642647,2.155621
12266,0,3,3,0,3.327916,1.105108
5449,1,5,5,0,3.280645,1.113191
5713,0,0,4,0,2.717684,2.120999
13093,0,2,0,0,4.119896,0.775719
6718,0,5,5,0,4.098571,4.990515
3702,1,2,0,0,4.128427,1.51893
